歯髄壊疽,K041,歯髄壊疽
歯髄出血,K049,歯髄出血
歯性顎炎,K102,歯性顎炎
歯性耳痛,H920,歯性耳痛
歯性扁桃周囲膿瘍,J36,歯性扁桃周囲膿瘍
歯石沈着症,K036,歯石沈着症
歯槽縁異常,K089,歯槽縁異常
歯槽縁萎縮,K082,歯槽縁萎縮
歯槽骨吸収不全,K088,歯槽骨吸収不全
歯槽骨膜炎,K103,歯槽骨膜炎
歯槽突起異物,T180,歯槽突起異物
歯槽突起萎縮,K082,歯槽突起萎縮
歯突起開放骨折,S1211,歯突起開放骨折
歯内歯,K002,歯内歯
歯肉カンジダ症,B370,歯肉カンジダ症
歯肉のう胞,K090,歯肉のう胞
歯肉異物,T180,歯肉異物
歯肉下歯石,K036,歯肉下歯石
歯肉外傷,K062,歯肉外傷
歯肉上歯石,K036,歯肉上歯石
歯肉上皮内癌,D000,歯肉上皮内癌
歯肉切創,S015,歯肉切創
歯肉線維腫症,K061,歯肉線維腫症
歯肉乳頭腫,D103,歯肉乳頭腫
歯磨剤性歯磨耗症,K031,歯磨剤性歯磨耗症
歯列弓正中偏位,K072,歯列弓正中偏位
児型骨盤による分娩停止,O651,児型骨盤による分娩停止
児童のホスピタリズム,F432,児童のホスピタリズム
児童期青年期特殊感情障害,F939,児童期青年期特殊感情障害
児童精神病,F840,児童精神病
持続性耳漏,H921,持続性耳漏
持続性色素異常性紅斑,L539,持続性色素異常性紅斑
持続性片側頭痛,G448,持続性片側頭痛
持続性片頭痛,G432,持続性片頭痛
持続性嘔吐による歯酸蝕症,K032,持続性嘔吐による歯酸蝕症
持続性臍仙痛,R103,持続性臍仙痛
次亜塩素酸ナトリウム中毒,T543,次亜塩素酸ナトリウム中毒
治療的乳汁分泌抑制,O925,治療的乳汁分泌抑制
痔瘻術後肛門周囲炎,K628,痔瘻術後肛門周囲炎
示指ＤＩＰ関節尺側側副靱帯損傷,S636,示指ＤＩＰ関節尺側側副靱帯損傷
示指ＤＩＰ関節側副靱帯損傷,S636,示指ＤＩＰ関節側副靱帯損傷
示指ＤＩＰ関節橈側側副靱帯損傷,S636,示指ＤＩＰ関節橈側側副靱帯損傷
示指ＭＰ関節挫傷,S600,示指ＭＰ関節挫傷
示指ＭＰ関節尺側側副靱帯損傷,S636,示指ＭＰ関節尺側側副靱帯損傷
示指ＭＰ関節橈側側副靱帯損傷,S636,示指ＭＰ関節橈側側副靱帯損傷
示指ＰＩＰ開放創,S610,示指ＰＩＰ開放創
示指ＰＩＰ関節尺側側副靱帯損傷,S636,示指ＰＩＰ関節尺側側副靱帯損傷
示指ＰＩＰ関節側副靱帯損傷,S636,示指ＰＩＰ関節側副靱帯損傷
示指ＰＩＰ関節側副靱帯断裂,S634,示指ＰＩＰ関節側副靱帯断裂
示指ＰＩＰ関節橈側側副靱帯損傷,S636,示指ＰＩＰ関節橈側側副靱帯損傷
示指ボーエン病,D046,示指ボーエン病
示指化膿創,S610,示指化膿創
示指割創,S610,示指割創
示指基節骨骨端線損傷,S6260,示指基節骨骨端線損傷
示指基底細胞癌,C446,示指基底細胞癌
示指刺創,S610,示指刺創
示指伸筋腱損傷,S564,示指伸筋腱損傷
示指伸筋腱癒着,M678,示指伸筋腱癒着
示指側副靱帯損傷,S636,示指側副靱帯損傷
示指側副靱帯断裂,S634,示指側副靱帯断裂
示指爪下血腫,S601,示指爪下血腫
示指捻挫,S636,示指捻挫
示指剥皮創,S610,示指剥皮創
示指皮膚癌,C446,示指皮膚癌
示指皮膚欠損創,S610,示指皮膚欠損創
示指母斑細胞母斑,D226,示指母斑細胞母斑
示指末節骨亀裂骨折,S6260,示指末節骨亀裂骨折
示指末節骨骨端線損傷,S6260,示指末節骨骨端線損傷
示指有棘細胞癌,C446,示指有棘細胞癌
示指腱性マレット指,M200,示指腱性マレット指
耳・口蓋・指症候群,Q870,耳・口蓋・指症候群
耳の位置異常,Q174,耳の位置異常
耳の気圧性外傷,T700,耳の気圧性外傷
耳はえ幼虫症,B874,耳はえ幼虫症
耳萎縮,H938,耳萎縮
耳下腺異物,T188,耳下腺異物
耳下腺管炎,K112,耳下腺管炎
耳下腺部打撲,S008,耳下腺部打撲
耳介ボーエン病,D042,耳介ボーエン病
耳介メルケル細胞癌,C442,耳介メルケル細胞癌
耳介圧挫傷,S078,耳介圧挫傷
耳介異物,T16,耳介異物
耳介壊疽,R02,耳介壊疽
耳介開放創,S013,耳介開放創
耳介外傷性異物,S013,耳介外傷性異物
耳介外傷性色素沈着,L810,耳介外傷性色素沈着
耳介外傷性皮下異物,S004,耳介外傷性皮下異物
耳介癌,C442,耳介癌
耳介血管脂肪腫,D170,耳介血管脂肪腫
耳介挫滅傷,S078,耳介挫滅傷
耳介挫滅創,S078,耳介挫滅創
耳介擦過創,S004,耳介擦過創
耳介刺創,S013,耳介刺創
耳介脂肪腫,D170,耳介脂肪腫
耳介周辺腫脹,R220,耳介周辺腫脹
耳介石灰化上皮腫,D232,耳介石灰化上皮腫
耳介前部腫脹,R220,耳介前部腫脹
耳介創傷,S013,耳介創傷
耳介打撲傷,S004,耳介打撲傷
耳介虫刺傷,S004,耳介虫刺傷
耳介皮下出血,S004,耳介皮下出血
耳介皮膚良性腫瘍,D232,耳介皮膚良性腫瘍
耳介部腫瘍,D487,耳介部腫瘍
耳介部第１度熱傷,T201,耳介部第１度熱傷
耳介部第２度熱傷,T202,耳介部第２度熱傷
耳介部第３度熱傷,T203,耳介部第３度熱傷
耳介母斑細胞母斑,D222,耳介母斑細胞母斑
耳介咬創,S013,耳介咬創
耳管圧迫,H681,耳管圧迫
耳管癌,C301,耳管癌
耳管欠損,Q162,耳管欠損
耳管結核,A186,耳管結核
耳管鼓室炎,H659,耳管鼓室炎
耳後部リンパ節炎,I881,耳後部リンパ節炎
耳後部リンパ腺炎,I881,耳後部リンパ腺炎
耳後部挫創,S013,耳後部挫創
耳後部打撲傷,S004,耳後部打撲傷
耳後部丹毒,A46,耳後部丹毒
耳後部皮膚良性腫瘍,D234,耳後部皮膚良性腫瘍
耳珠異常,Q179,耳珠異常
耳小骨融合,Q163,耳小骨融合
耳性水頭症,G918,耳性水頭症
耳前部ボーエン病,D043,耳前部ボーエン病
耳前部挫創,S013,耳前部挫創
耳前部上皮内黒色腫,D033,耳前部上皮内黒色腫
耳前部石灰化上皮腫,D233,耳前部石灰化上皮腫
耳前部皮膚癌,C443,耳前部皮膚癌
耳頭症,Q182,耳頭症
耳内真菌症,B49,耳内真菌症
耳膿漏,H921,耳膿漏
耳母斑細胞母斑,D222,耳母斑細胞母斑
耳輪埋没症,Q178,耳輪埋没症
自我異和的性の方向づけ,F661,自我異和的性の方向づけ
自己視線恐怖,F220,自己視線恐怖
自己赤血球感作症候群,D692,自己赤血球感作症候群
自己免疫性じんま疹,L508,自己免疫性じんま疹
自己貪食空胞性ミオパチー,G718,自己貪食空胞性ミオパチー
自然流産胎児,P018,自然流産胎児
自閉的精神病質,F845,自閉的精神病質
自閉的特徴を伴う知的障害,F841,自閉的特徴を伴う知的障害
自律神経炎,G908,自律神経炎
軸索周囲脳炎,G370,軸索周囲脳炎
軸性視神経炎,H46,軸性視神経炎
軸椎横突起骨折,S1210,軸椎横突起骨折
軸椎開放骨折,S1211,軸椎開放骨折
軸椎骨髄炎,M4621,軸椎骨髄炎
軸椎脊索腫,C412,軸椎脊索腫
軸椎椎弓骨折,S1210,軸椎椎弓骨折
軸椎椎体骨折,S1210,軸椎椎体骨折
軸椎破裂骨折,S1210,軸椎破裂骨折
七日熱,A278,七日熱
失象徴,R488,失象徴
失調と歯牙低形成を伴う髄鞘形成不全症,G378,失調と歯牙低形成を伴う髄鞘形成不全症
失名詞症,R470,失名詞症
失連句症,R471,失連句症
湿疹状白癬,B359,湿疹状白癬
湿疹性パンヌス,H164,湿疹性パンヌス
湿疹性眼瞼炎,H010,湿疹性眼瞼炎
湿疹性眼瞼皮膚炎,H011,湿疹性眼瞼皮膚炎
湿性脚気,E511,湿性脚気
湿性胸膜炎,J90,湿性胸膜炎
疾病逃避,F449,疾病逃避
実質性臓器出血,R58,実質性臓器出血
射精不能症,N46,射精不能症
射創,T141,射創
斜位のための母体管理,O322,斜位のための母体管理
車酔い,T753,車酔い
遮断弱視,H530,遮断弱視
遮断性眼振,H55,遮断性眼振
蛇行状脱毛症,L632,蛇行状脱毛症
尺骨の分娩損傷,P133,尺骨の分娩損傷
尺骨遠位部骨髄炎,M8693,尺骨遠位部骨髄炎
尺骨下部若年性骨軟骨症,M921,尺骨下部若年性骨軟骨症
尺骨亀裂骨折,S5220,尺骨亀裂骨折
尺骨近位端開放骨折,S5201,尺骨近位端開放骨折
尺骨血管損傷,S559,尺骨血管損傷
尺骨骨折の遷延癒合,M8423,尺骨骨折の遷延癒合
尺骨手根関節捻挫,S635,尺骨手根関節捻挫
尺骨神経上腕部損傷,S440,尺骨神経上腕部損傷
尺骨動脈断裂,S550,尺骨動脈断裂
尺骨内軟骨腫,D160,尺骨内軟骨腫
尺骨軟骨肉腫,C400,尺骨軟骨肉腫
尺骨鉤状突起開放骨折,S5201,尺骨鉤状突起開放骨折
尺側手根屈筋損傷,S562,尺側手根屈筋損傷
尺側手根屈筋不全断裂,M6213,尺側手根屈筋不全断裂
尺側手根屈筋腱損傷,S562,尺側手根屈筋腱損傷
尺側手根屈筋腱断裂,S562,尺側手根屈筋腱断裂
尺側手根屈筋腱不全断裂,S562,尺側手根屈筋腱不全断裂
尺側手根伸筋損傷,S565,尺側手根伸筋損傷
尺側手根伸筋断裂,S565,尺側手根伸筋断裂
尺側列欠損,Q713,尺側列欠損
錫中毒,T566,錫中毒
錫肺症,J635,錫肺症
若年環,H184,若年環
若年型ＧＭ１ガングリオシドーシス,E751,若年型ＧＭ１ガングリオシドーシス
若年型ＧＭ２ガングリオシドーシス,E750,若年型ＧＭ２ガングリオシドーシス
若年型ハンチントン病,G10,若年型ハンチントン病
若年型異染性白質ジストロフィー,E752,若年型異染性白質ジストロフィー
若年型重症筋無力症,G700,若年型重症筋無力症
若年者キーンベック病,M922,若年者キーンベック病
若年初妊婦,Z356,若年初妊婦
若年性アブサンスてんかん,G403,若年性アブサンスてんかん
若年性パーキンソン病Ｙａｈｒ３,G20,若年性パーキンソン病Ｙａｈｒ３
若年性パーキンソン病Ｙａｈｒ４,G20,若年性パーキンソン病Ｙａｈｒ４
若年性パーキンソン病Ｙａｈｒ５,G20,若年性パーキンソン病Ｙａｈｒ５
若年性ヘルペス状皮膚炎,L122,若年性ヘルペス状皮膚炎
若年性強直性脊椎炎,M0810,若年性強直性脊椎炎
若年性甲状腺機能低下症,E039,若年性甲状腺機能低下症
若年性骨パジェット病,M8899,若年性骨パジェット病
若年性子宮機能出血,N938,若年性子宮機能出血
若年性子宮出血,N922,若年性子宮出血
若年性女子表皮剥離性ざ瘡,L705,若年性女子表皮剥離性ざ瘡
若年性進行性球麻痺,G121,若年性進行性球麻痺
若年性進行麻痺,A504,若年性進行麻痺
若年性脊髄ろう,A504,若年性脊髄ろう
若年性脊椎骨軟骨症,M4209,若年性脊椎骨軟骨症
若年性多発性動脈炎,M302,若年性多発性動脈炎
若年性特発性関節炎・肩関節,M0891,若年性特発性関節炎・肩関節
若年性特発性関節炎・股関節,M0895,若年性特発性関節炎・股関節
若年性特発性関節炎・指関節,M0894,若年性特発性関節炎・指関節
若年性特発性関節炎・手関節,M0893,若年性特発性関節炎・手関節
若年性特発性関節炎・足関節,M0897,若年性特発性関節炎・足関節
若年性特発性関節炎・多関節,M0890,若年性特発性関節炎・多関節
若年性特発性関節炎・膝関節,M0896,若年性特発性関節炎・膝関節
若年性特発性関節炎・肘関節,M0892,若年性特発性関節炎・肘関節
若年性特発性関節炎・趾関節,M0897,若年性特発性関節炎・趾関節
若年性乳房肥大,N62,若年性乳房肥大
若年性皮膚筋炎性間質性肺炎,M330,若年性皮膚筋炎性間質性肺炎
若年網膜分離症,Q141,若年網膜分離症
主として強迫思考または反復思考,F420,主として強迫思考または反復思考
主気管支の悪性腫瘍,C340,主気管支の悪性腫瘍
主気管支内異物,T175,主気管支内異物
手開放創,S619,手開放創
手汗疱状白癬,B352,手汗疱状白癬
手関節強直,M2463,手関節強直
手関節挫滅傷,S678,手関節挫滅傷
手関節挫滅創,S678,手関節挫滅創
手関節掌側ガングリオン,M674,手関節掌側ガングリオン
手関節掌側部挫創,S618,手関節掌側部挫創
手関節切断,S684,手関節切断
手関節内骨折,S6280,手関節内骨折
手関節内遊離体,M2403,手関節内遊離体
手関節部滑膜肉腫,C491,手関節部滑膜肉腫
手関節部絞扼性神経障害,G569,手関節部絞扼性神経障害
手関節部挫傷,S602,手関節部挫傷
手関節部挫創,S618,手関節部挫創
手関節部擦過創,S608,手関節部擦過創
手関節部腫瘍,D487,手関節部腫瘍
手関節部打撲傷,S602,手関節部打撲傷
手関節部第１度熱傷,T231,手関節部第１度熱傷
手関節部第２度熱傷,T232,手関節部第２度熱傷
手関節部第３度熱傷,T233,手関節部第３度熱傷
手関節部蜂巣炎,L031,手関節部蜂巣炎
手関節部良性軟部腫瘍,D211,手関節部良性軟部腫瘍
手関節部裂創,S619,手関節部裂創
手関節離断術後,Z892,手関節離断術後
手根骨骨端炎,M939,手根骨骨端炎
手根骨軟骨肉腫,C401,手根骨軟骨肉腫
手根中手関節脱臼骨折・手根骨,S6210,手根中手関節脱臼骨折・手根骨
手根中手関節脱臼骨折・中手骨,S6230,手根中手関節脱臼骨折・中手骨
手刺創,S619,手刺創
手指ガングリオン,M674,手指ガングリオン
手指ひょう疽,L030,手指ひょう疽
手指メルケル細胞癌,C446,手指メルケル細胞癌
手指汚染創,S610,手指汚染創
手指開放創,S610,手指開放創
手指巻込損傷,S699,手指巻込損傷
手指関節強直,M2464,手指関節強直
手指血管損傷,S655,手指血管損傷
手指骨骨肉腫,C401,手指骨骨肉腫
手指骨折変形治癒,M8404,手指骨折変形治癒
手指骨膜性軟骨腫,D161,手指骨膜性軟骨腫
手指挫滅傷,S670,手指挫滅傷
手指刺創,S610,手指刺創
手指伸筋腱損傷,S564,手指伸筋腱損傷
手指神経炎,M7924,手指神経炎
手指側副靱帯捻挫,S636,手指側副靱帯捻挫
手指多発開放骨折,S6271,手指多発開放骨折
手指多発性脱臼,S632,手指多発性脱臼
手指第１度熱傷,T231,手指第１度熱傷
手指第３度熱傷,T233,手指第３度熱傷
手指脱疽,R02,手指脱疽
手指端熱傷,T230,手指端熱傷
手指中節骨開放骨折,S6261,手指中節骨開放骨折
手指難治性皮膚潰瘍,L984,手指難治性皮膚潰瘍
手指捻挫,S636,手指捻挫
手指粘液のう腫,L985,手指粘液のう腫
手指膿瘍,L024,手指膿瘍
手指皮下異物,S608,手指皮下異物
手指皮下血腫,S600,手指皮下血腫
手指表在損傷,S609,手指表在損傷
手指隆起性皮膚線維肉腫,C446,手指隆起性皮膚線維肉腫
手指咬創,S610,手指咬創
手首熱傷後遺症,T952,手首熱傷後遺症
手舟状骨開放骨折,S6201,手舟状骨開放骨折
手舟状骨開放性脱臼骨折,S6201,手舟状骨開放性脱臼骨折
手舟状骨脱臼骨折,S6200,手舟状骨脱臼骨折
手舟状骨不顕性骨折,S6200,手舟状骨不顕性骨折
手掌ボーエン病,D046,手掌ボーエン病
手掌基底細胞癌,C446,手掌基底細胞癌
手掌筋肉内異物残留,M7954,手掌筋肉内異物残留
手掌血管損傷,S659,手掌血管損傷
手掌刺創,S618,手掌刺創
手掌第１度熱傷,T231,手掌第１度熱傷
手掌第３度熱傷,T233,手掌第３度熱傷
手掌電撃傷,T754,手掌電撃傷
手掌膿瘍,L024,手掌膿瘍
手掌剥皮創,S618,手掌剥皮創
手掌皮膚癌,C446,手掌皮膚癌
手掌皮膚欠損創,S618,手掌皮膚欠損創
手掌皮膚良性腫瘍,D236,手掌皮膚良性腫瘍
手掌部悪性黒色腫,C436,手掌部悪性黒色腫
手掌部外傷,S698,手掌部外傷
手掌部皮下腫瘤,R223,手掌部皮下腫瘤
手掌紋異常,Q828,手掌紋異常
手青色母斑,D226,手青色母斑
手第１度熱傷,T231,手第１度熱傷
手第３度熱傷,T233,手第３度熱傷
手知覚異常,R202,手知覚異常
手凍傷,T354,手凍傷
手熱傷後遺症,T952,手熱傷後遺症
手背損傷,S698,手背損傷
手背第１度熱傷,T231,手背第１度熱傷
手背第２度熱傷,T232,手背第２度熱傷
手背第３度熱傷,T233,手背第３度熱傷
手背知覚異常,R202,手背知覚異常
手背凍傷,T354,手背凍傷
手背膿瘍,L024,手背膿瘍
手背皮膚欠損創,S618,手背皮膚欠損創
手背皮膚良性腫瘍,D236,手背皮膚良性腫瘍
手背部ガングリオン,M674,手背部ガングリオン
手背部基底細胞癌,C446,手背部基底細胞癌
手背部挫滅創,S678,手背部挫滅創
手背部擦過創,S608,手背部擦過創
手背部打撲傷,S602,手背部打撲傷
手部メルケル細胞癌,C446,手部メルケル細胞癌
手部悪性黒色腫,C436,手部悪性黒色腫
手部悪性線維性組織球腫,C491,手部悪性線維性組織球腫
手部悪性軟部腫瘍,C491,手部悪性軟部腫瘍
手部汚染創,S619,手部汚染創
手部横紋筋肉腫,C491,手部横紋筋肉腫
手部基底細胞癌,C446,手部基底細胞癌
手部挫傷,S602,手部挫傷
手部尺骨動脈損傷,S650,手部尺骨動脈損傷
手部石灰化上皮腫,D236,手部石灰化上皮腫
手部単純性血管腫,Q825,手部単純性血管腫
手部淡明細胞肉腫,C491,手部淡明細胞肉腫
手部難治性皮膚潰瘍,L984,手部難治性皮膚潰瘍
手部皮膚癌,C446,手部皮膚癌
手部皮膚潰瘍,L984,手部皮膚潰瘍
手部表在損傷,S609,手部表在損傷
手部有棘細胞癌,C446,手部有棘細胞癌
手部隆起性皮膚線維肉腫,C446,手部隆起性皮膚線維肉腫
手部類上皮肉腫,C491,手部類上皮肉腫
手部橈骨動脈損傷,S651,手部橈骨動脈損傷
手母指壊疽,R02,手母指壊疽
手母斑,D226,手母斑
手母斑細胞母斑,D226,手母斑細胞母斑
手咬創,S619,手咬創
手扁平母斑,D226,手扁平母斑
種子骨開放骨折,T1421,種子骨開放骨折
種痘様水疱症様リンパ腫,C845,種痘様水疱症様リンパ腫
受動攻撃型性格障害,F608,受動攻撃型性格障害
受容性言語障害,F802,受容性言語障害
授乳異常,O927,授乳異常
授乳性子宮萎縮,N858,授乳性子宮萎縮
授乳性無月経,N911,授乳性無月経
樹枝状角膜潰瘍,B005,樹枝状角膜潰瘍
樹枝状白内障,Q120,樹枝状白内障
周郭胎盤,O431,周郭胎盤
周期交代性眼振,H55,周期交代性眼振
周期性ＡＣＴＨ・ＡＤＨ放出症候群,E270,周期性ＡＣＴＨ・ＡＤＨ放出症候群
周期性再発性じんま疹,L508,周期性再発性じんま疹
周期性蛋白尿症,N391,周期性蛋白尿症
周期性浮腫,T783,周期性浮腫
周期嗜眠症,G478,周期嗜眠症
周産期に発生した気管気管支出血,P260,周産期に発生した気管気管支出血
周産期に発生した気縦隔,P252,周産期に発生した気縦隔
周産期に発生した心血管障害,P299,周産期に発生した心血管障害
周産期に発生した大量肺出血,P261,周産期に発生した大量肺出血
周産期の腸穿孔,P780,周産期の腸穿孔
周産期間質性肺気腫,P250,周産期間質性肺気腫
周術期口腔機能管理中,Z518,周術期口腔機能管理中
周辺性ぶどう膜炎,H302,周辺性ぶどう膜炎
周辺性網脈絡膜炎,H302,周辺性網脈絡膜炎
周辺部脈絡膜炎,H302,周辺部脈絡膜炎
周辺部網膜のう胞状変性,H354,周辺部網膜のう胞状変性
習慣性顎関節亜脱臼,K076,習慣性顎関節亜脱臼
習慣性肩関節前方脱臼,M2441,習慣性肩関節前方脱臼
習慣性股関節脱臼,M2445,習慣性股関節脱臼
習慣性歯磨耗症,K031,習慣性歯磨耗症
習慣性斜頚,M4362,習慣性斜頚
習慣性脊柱側弯症,M4199,習慣性脊柱側弯症
習慣性膝蓋骨亜脱臼,M221,習慣性膝蓋骨亜脱臼
臭素化合物中毒,T426,臭素化合物中毒
臭鼻症,J310,臭鼻症
舟状骨疲労骨折,M8437,舟状骨疲労骨折
集団型素行障害,F912,集団型素行障害
住血吸虫症性門脈圧亢進症,B659,住血吸虫症性門脈圧亢進症
住血吸虫性皮膚炎,B653,住血吸虫性皮膚炎
充実性偽乳頭状腫瘍,C259,充実性偽乳頭状腫瘍
充填物過高,T888,充填物過高
充填物粗造,T888,充填物粗造
充填物低位,T888,充填物低位
充填物破損,T888,充填物破損
充填物不適合,T888,充填物不適合
十二指腸ソマトスタチノーマ,D372,十二指腸ソマトスタチノーマ
十二指腸悪性ガストリノーマ,C170,十二指腸悪性ガストリノーマ
十二指腸悪性ソマトスタチノーマ,C170,十二指腸悪性ソマトスタチノーマ
十二指腸異物,T183,十二指腸異物
十二指腸球後部潰瘍,K269,十二指腸球後部潰瘍
十二指腸上皮内癌,D014,十二指腸上皮内癌
十二指腸神経内分泌細胞癌,C170,十二指腸神経内分泌細胞癌
十二指腸線維腫,D132,十二指腸線維腫
十二指腸損傷・腹腔に達する開放創合併あり,S3641,十二指腸損傷・腹腔に達する開放創合併あり
十二指腸損傷・腹腔に達する開放創合併なし,S3640,十二指腸損傷・腹腔に達する開放創合併なし
十二指腸虫症,B760,十二指腸虫症
十二指腸虫貧血,B760,十二指腸虫貧血
十二指腸粘液腫,D132,十二指腸粘液腫
十二指腸迷入膵,Q453,十二指腸迷入膵
獣愛,F658,獣愛
縦隔結核,A168,縦隔結核
縦隔血腫・胸腔に達する開放創合併あり,S2781,縦隔血腫・胸腔に達する開放創合併あり
縦隔血腫・胸腔に達する開放創合併なし,S2780,縦隔血腫・胸腔に達する開放創合併なし
縦隔退縮,J985,縦隔退縮
縦隔皮様のう胞,Q341,縦隔皮様のう胞
縦隔卵黄のう腫瘍,C383,縦隔卵黄のう腫瘍
縦隔絨毛癌,C383,縦隔絨毛癌
重金属誘発性腎症,N143,重金属誘発性腎症
重症自己免疫性肝炎,K754,重症自己免疫性肝炎
重度ストレス反応,F439,重度ストレス反応
重度視力低下,H542,重度視力低下
重度知的障害・その他の行動機能障害あり,F728,重度知的障害・その他の行動機能障害あり
重度知的障害・行動機能障害なしか最小限,F720,重度知的障害・行動機能障害なしか最小限
重度知的障害・行動機能障害の言及なし,F729,重度知的障害・行動機能障害の言及なし
重度知的障害・要治療の行動機能障害あり,F721,重度知的障害・要治療の行動機能障害あり
重複ヘテロ接合型鎌状化障害,D572,重複ヘテロ接合型鎌状化障害
重複骨折,T1420,重複骨折
重複性アテトーシス,G803,重複性アテトーシス
重複性垂直骨盤開放骨折,S3271,重複性垂直骨盤開放骨折
重複性垂直骨盤骨折,S3270,重複性垂直骨盤骨折
重複精管,Q554,重複精管
重複胆のう,Q441,重複胆のう
重複胆のう管,Q445,重複胆のう管
重複幽門,Q402,重複幽門
銃自殺,X74,銃自殺
銃自殺未遂,T149,銃自殺未遂
縮瞳性瞳孔のう胞,H212,縮瞳性瞳孔のう胞
出血による新生児黄疸,P581,出血による新生児黄疸
出血性じんま疹,L508,出血性じんま疹
出血性外耳炎,H603,出血性外耳炎
出血性角膜炎,H168,出血性角膜炎
出血性顎骨のう胞,K092,出血性顎骨のう胞
出血性中耳炎,H669,出血性中耳炎
出血性網膜炎,H350,出血性網膜炎
出血性網膜色素上皮剥離,H357,出血性網膜色素上皮剥離
出血性卵胞のう胞,N830,出血性卵胞のう胞
出血性緑内障,H405,出血性緑内障
出産時児損傷,P159,出産時児損傷
出生前エナメル質形成不全,K004,出生前エナメル質形成不全
術後タンポナーデ,I971,術後タンポナーデ
術後胃十二指腸潰瘍,K270,術後胃十二指腸潰瘍
術後冠動脈攣縮症,I971,術後冠動脈攣縮症
術後吸収不良性骨粗鬆症・病的骨折あり,M803,術後吸収不良性骨粗鬆症・病的骨折あり
術後吸収不良性骨軟化症,M8329,術後吸収不良性骨軟化症
術後急性肝炎,B199,術後急性肝炎
術後空気塞栓症,T817,術後空気塞栓症
術後頚髄損傷,T812,術後頚髄損傷
術後結膜炎,H598,術後結膜炎
術後口蓋欠損,Z900,術後口蓋欠損
術後骨弁感染,T847,術後骨弁感染
術後残胃胃炎,K297,術後残胃胃炎
術後歯肉退縮,K060,術後歯肉退縮
術後縦隔タンポナーデ,J985,術後縦隔タンポナーデ
術後循環異常症,I979,術後循環異常症
術後性耳下腺炎,K112,術後性耳下腺炎
術後脊柱前弯症,M964,術後脊柱前弯症
術後動眼神経麻痺,T812,術後動眼神経麻痺
術後難治性逆流性食道炎,K210,術後難治性逆流性食道炎
術後房室ブロック,I978,術後房室ブロック
術後膀胱機能低下,N319,術後膀胱機能低下
術後腟癒着,N992,術後腟癒着
術中ショック,T811,術中ショック
術中異常高血圧症,T818,術中異常高血圧症
術中心室性不整脈,T818,術中心室性不整脈
術中頻脈発作,T818,術中頻脈発作
春季カタル,H101,春季カタル
循環型躁うつ病,F318,循環型躁うつ病
循環性抗凝血因子症,D683,循環性抗凝血因子症
純粋運動性片麻痺,G819,純粋運動性片麻痺
純粋性腺形成異常症,Q991,純粋性腺形成異常症
処女膜肥大,Q524,処女膜肥大
処置後筋骨格障害,M969,処置後筋骨格障害
処置後血管合併症,T817,処置後血管合併症
処置後骨盤腹膜癒着,N994,処置後骨盤腹膜癒着
処置後腎不全,N990,処置後腎不全
初期う蝕小窩裂溝填塞材脱離,T888,初期う蝕小窩裂溝填塞材脱離
初期う蝕小窩裂溝填塞材破損,T888,初期う蝕小窩裂溝填塞材破損
初期う蝕小窩裂溝填塞材不適合,T888,初期う蝕小窩裂溝填塞材不適合
初期トラコーマ,A710,初期トラコーマ
初期フランベジア潰瘍,A660,初期フランベジア潰瘍
初期硬結,A510,初期硬結
初老期性パーソナリティ障害,F070,初老期性パーソナリティ障害
初老期精神病,F03,初老期精神病
初老期妄想状態,F03,初老期妄想状態
暑気あたり,T678,暑気あたり
女子色情症,F527,女子色情症
女子慢性びまん性脱毛症,L659,女子慢性びまん性脱毛症
女性ジストロフィン異常症,G710,女性ジストロフィン異常症
女性化副腎腫瘍,E259,女性化副腎腫瘍
女性外生殖器先天異常,Q529,女性外生殖器先天異常
女性急性骨盤蜂巣炎,N730,女性急性骨盤蜂巣炎
女性性器癌,C579,女性性器癌
女性性器発育異常,Q529,女性性器発育異常
女性尿道瘤,N810,女性尿道瘤
女性慢性骨盤蜂巣炎,N731,女性慢性骨盤蜂巣炎
除草剤中毒,T603,除草剤中毒
小陰口奇形,Q527,小陰口奇形
小陰唇癌,C511,小陰唇癌
小陰唇膿瘍,N764,小陰唇膿瘍
小臼歯化,K002,小臼歯化
小局面状類乾癬,L413,小局面状類乾癬
小形条虫症,B710,小形条虫症
小結腸,Q438,小結腸
小後頭神経炎,G528,小後頭神経炎
小指ＤＩＰ関節尺側側副靱帯損傷,S636,小指ＤＩＰ関節尺側側副靱帯損傷
小指ＤＩＰ関節側副靱帯損傷,S636,小指ＤＩＰ関節側副靱帯損傷
小指ＤＩＰ関節捻挫,S636,小指ＤＩＰ関節捻挫
小指ＤＩＰ関節橈側側副靱帯損傷,S636,小指ＤＩＰ関節橈側側副靱帯損傷
小指ＭＰ関節尺側側副靱帯損傷,S636,小指ＭＰ関節尺側側副靱帯損傷
小指ＭＰ関節側副靱帯損傷,S636,小指ＭＰ関節側副靱帯損傷
小指ＭＰ関節橈側側副靱帯損傷,S636,小指ＭＰ関節橈側側副靱帯損傷
小指ＰＩＰ関節尺側側副靱帯損傷,S636,小指ＰＩＰ関節尺側側副靱帯損傷
小指ＰＩＰ関節側副靱帯損傷,S636,小指ＰＩＰ関節側副靱帯損傷
小指ＰＩＰ関節側副靱帯断裂,S634,小指ＰＩＰ関節側副靱帯断裂
小指ＰＩＰ関節橈側側副靱帯損傷,S636,小指ＰＩＰ関節橈側側副靱帯損傷
